T,bp,bs,ap,as
1649321658698,43498.37,0.00789,43499.95,0.00113
1649321658698,43498.02,0.31033,43500.0,1.39433
1649321658698,43497.66,1.02479,43500.01,0.01092
1649321658698,43497.53,0.08894,43501.0,0.00459
1649321658698,43497.52,0.01535,43501.11,0.00844
1649321658698,43497.5,0.15,43501.48,0.23015
1649321658698,43497.01,0.11493,43501.66,1.16714
1649321658698,43496.76,0.2279,43502.59,0.00345
1649321658698,43496.75,0.66697,43503.45,0.11696
1649321658698,43496.19,0.00309,43504.29,0.01047
1649321658698,43496.11,0.00045,43504.35,0.01584
1649321658698,43495.88,0.24074,43505.0,0.25315
1649321658698,43495.86,0.09928,43506.18,0.01787
1649321658698,43495.75,0.31035,43506.54,0.00108
1649321658698,43495.62,0.04552,43506.92,0.75
1649321658698,43495.58,0.04552,43507.12,0.06528
1649321658698,43494.16,0.34477,43507.45,0.02299
1649321660698,43499.25,18.07929,43499.26,0.0266
1649321660698,43499.12,3.76989,43499.39,0.0041
1649321660698,43498.77,0.15913,43499.8,0.00024
1649321660698,43498.52,0.01268,43499.95,0.00113
1649321660698,43498.02,0.31033,43500.0,1.39433
1649321660698,43497.66,1.02479,43500.01,0.01092
1649321660698,43497.53,0.08894,43501.0,0.00459
1649321660698,43497.52,0.01535,43501.11,0.00844
1649321660698,43497.5,0.15,43501.48,0.23015
1649321660698,43497.01,0.11493,43501.66,1.16714
1649321660698,43496.76,0.2279,43502.51,0.11494
1649321660698,43496.75,0.552,43502.59,0.00345
1649321660698,43496.19,0.00309,43503.45,0.00202
1649321660698,43496.11,0.00045,43504.29,0.01047
1649321660698,43495.88,0.1258,43504.35,0.01584
1649321660698,43495.86,0.09928,43505.0,0.25315
1649321660698,43495.75,0.31035,43506.18,0.01787
1649321660698,43495.62,0.04552,43506.54,0.00108
1649321660698,43495.58,0.04552,43506.92,0.75
1649321660698,43494.16,0.45971,43507.12,0.06528
1649321662712,43499.99,12.59868,43500.0,5.06731
1649321662712,43499.94,0.00227,43500.01,0.01092
1649321662712,43499.51,0.02365,43500.03,0.39772
1649321662712,43499.38,0.04342,43500.48,0.1174
1649321662712,43499.25,1.5,43500.92,0.00412
1649321662712,43499.12,0.04342,43501.0,0.00459
1649321662712,43498.95,0.0168,43501.11,0.00844
1649321662712,43498.02,0.31033,43501.48,0.23015
1649321662712,43497.66,1.02479,43501.66,1.16714
1649321662712,43497.53,0.08894,43502.59,0.00345
1649321662712,43497.52,0.00386,43503.04,0.11518
1649321662712,43497.5,0.15,43503.45,0.00202
1649321662712,43497.01,0.11493,43504.29,0.01047
1649321662712,43496.76,0.2279,43504.35,0.01584
1649321662712,43496.75,0.552,43505.0,0.25315
1649321662712,43496.19,0.00309,43506.18,0.01787
1649321662712,43496.11,0.00045,43506.54,0.00108
1649321662712,43495.75,0.42529,43506.92,0.75
1649321662712,43495.62,0.04552,43507.25,0.06526
1649321662712,43495.58,0.04552,43507.96,0.32
1649321663701,43499.99,11.52218,43500.0,4.85731
1649321663701,43499.94,0.00227,43500.01,0.01092
1649321663701,43499.51,0.10719,43500.03,0.39772
1649321663701,43499.38,0.04342,43500.48,0.1174
1649321663701,43499.25,1.5,43500.92,0.00412
1649321663701,43499.12,0.04342,43501.0,0.00459
1649321663701,43498.95,0.0168,43501.11,0.00844
1649321663701,43498.45,0.1164,43501.48,0.23015
1649321663701,43498.02,0.31033,43501.66,1.16714
1649321663701,43497.66,1.02479,43502.59,0.00345
1649321663701,43497.53,0.08894,43503.04,0.11518
1649321663701,43497.52,0.00386,43503.45,0.00202
1649321663701,43497.5,0.15,43504.29,0.01047
1649321663701,43497.01,0.11493,43504.35,0.01584
1649321663701,43496.76,0.2279,43505.0,0.25315
1649321663701,43496.75,0.552,43506.18,0.01787
1649321663701,43496.19,0.00309,43506.54,0.00108
1649321663701,43496.11,0.00045,43506.92,0.75
1649321663701,43495.75,0.31035,43507.25,0.06526
1649321663701,43495.62,0.04552,43507.96,0.32
1649321665698,43499.99,10.91332,43500.0,2.87311
1649321665698,43499.94,0.00227,43500.01,0.01092
1649321665698,43499.38,0.04342,43500.03,0.39772
1649321665698,43499.26,0.00064,43500.48,0.1174
1649321665698,43499.25,1.5,43500.92,0.00412
1649321665698,43499.12,0.04342,43501.0,0.00459
1649321665698,43498.95,0.0168,43501.11,0.00844
1649321665698,43498.02,0.31033,43501.48,0.23015
1649321665698,43497.66,1.02479,43501.66,1.16714
1649321665698,43497.53,0.08894,43502.59,0.00345
1649321665698,43497.52,0.00386,43503.04,0.00024
1649321665698,43497.5,0.15,43503.45,0.00202
1649321665698,43497.01,0.11493,43504.29,0.01047
1649321665698,43496.88,0.09454,43504.35,0.01584
1649321665698,43496.76,0.2279,43505.0,0.25315
1649321665698,43496.75,0.552,43506.18,0.01787
1649321665698,43496.19,0.00309,43506.54,0.00108
1649321665698,43496.11,0.00045,43506.92,0.75
1649321665698,43495.75,0.31035,43507.25,0.06526
1649321665698,43495.62,0.04552,43507.45,0.02299
1649321667700,43499.99,17.21741,43500.0,0.52119
1649321667700,43499.94,0.00227,43500.01,0.01092
1649321667700,43499.51,0.06921,43500.03,0.39772
1649321667700,43499.47,0.34476,43500.92,0.00412
1649321667700,43499.38,0.04342,43501.0,0.00459
1649321667700,43499.26,0.00064,43501.11,0.00844
1649321667700,43499.25,1.5,43501.48,0.23015
1649321667700,43499.12,0.04342,43501.66,1.16714
1649321667700,43498.95,0.0168,43502.59,0.00345
1649321667700,43498.02,0.31033,43503.04,0.00024
1649321667700,43497.66,1.02479,43503.45,0.00202
1649321667700,43497.53,0.08894,43504.29,0.01047
1649321667700,43497.52,0.00386,43504.35,0.01584
1649321667700,43497.5,0.15,43505.0,0.36809
1649321667700,43497.01,0.22987,43506.18,0.01787
1649321667700,43496.88,0.09454,43506.54,0.00108
1649321667700,43496.76,0.2279,43506.92,0.75
1649321667700,43496.75,0.552,43507.25,0.06526
1649321667700,43496.19,0.00309,43507.96,0.16
1649321667700,43496.11,0.00045,43508.85,0.00108
1649321669699,43499.99,18.20152,43500.0,0.52194
1649321669699,43499.94,0.00227,43500.01,0.01092
1649321669699,43499.51,0.06921,43500.03,0.39772
1649321669699,43499.47,0.34476,43500.92,0.00412
1649321669699,43499.38,0.04342,43501.0,0.00459
1649321669699,43499.26,0.00064,43501.11,0.00844
1649321669699,43499.25,1.5,43501.48,0.23015
1649321669699,43499.12,0.04342,43501.66,1.16714
1649321669699,43498.97,0.02032,43502.59,0.00345
1649321669699,43498.02,0.31033,43503.04,0.00024
1649321669699,43497.53,0.08894,43503.45,0.00202
1649321669699,43497.52,0.00386,43504.29,0.12541
1649321669699,43497.5,0.15,43504.35,0.01584
1649321669699,43497.01,0.22987,43505.0,0.25315
1649321669699,43496.88,0.09454,43506.18,0.01787
1649321669699,43496.76,0.2279,43506.54,0.00108
1649321669699,43496.75,0.544,43506.92,0.75
1649321669699,43496.19,0.00309,43507.25,0.06526
1649321669699,43496.11,0.00045,43508.26,0.04
1649321669699,43495.75,0.31035,43508.85,0.00108
1649321671700,43500.0,10.33421,43500.01,0.02137
1649321671700,43499.99,6.54142,43500.03,0.39772
1649321671700,43499.94,0.00227,43500.92,0.00412
1649321671700,43499.51,0.06921,43501.0,0.00459
1649321671700,43499.47,0.34476,43501.11,0.00844
1649321671700,43499.38,0.04342,43501.48,0.23015
1649321671700,43499.26,0.00064,43501.66,1.16714
1649321671700,43499.12,0.04342,43502.59,0.00345
1649321671700,43498.97,0.02032,43503.04,0.11518
1649321671700,43498.02,0.31033,43503.45,0.00202
1649321671700,43497.53,0.08894,43504.29,0.01047
1649321671700,43497.52,0.00386,43504.35,0.01584
1649321671700,43497.5,0.15,43505.0,0.25315
1649321671700,43497.01,0.11493,43506.18,0.01787
1649321671700,43496.88,0.09454,43506.54,0.00108
1649321671700,43496.76,0.2279,43506.92,0.75
1649321671700,43496.75,0.544,43507.25,0.06526
1649321671700,43496.19,0.00309,43508.26,0.04
1649321671700,43496.11,0.00045,43508.73,0.36
1649321671700,43495.75,0.42529,43508.85,0.00108
1649321673700,43500.0,4.90743,43500.01,3.90947
1649321673700,43499.99,1.51072,43500.03,0.39772
1649321673700,43499.94,0.00227,43500.45,0.1174
1649321673700,43499.47,0.34476,43500.92,0.00412
1649321673700,43499.38,0.04342,43501.0,0.00459
1649321673700,43499.26,0.00064,43501.11,0.00844
1649321673700,43499.12,0.04342,43501.48,0.23015
1649321673700,43498.97,0.02032,43501.66,1.16714
1649321673700,43497.53,0.08894,43502.55,0.11494
1649321673700,43497.52,0.00386,43502.59,0.01461
1649321673700,43497.5,0.15,43503.04,0.00024
1649321673700,43497.01,0.11493,43503.45,0.00202
1649321673700,43496.76,0.2279,43504.29,0.01047
1649321673700,43496.75,0.544,43504.35,0.01584
1649321673700,43496.19,0.00309,43505.0,0.25315
1649321673700,43496.11,0.00045,43506.18,0.01787
1649321673700,43495.75,0.31035,43506.54,0.00108
1649321673700,43495.62,0.04552,43506.92,0.75
1649321673700,43495.58,0.04552,43507.25,0.06526
1649321673700,43494.16,0.45971,43508.26,0.04
1649321674706,43500.0,0.55543,43500.01,5.83976
1649321674706,43499.99,0.00209,43500.03,0.39772
1649321674706,43499.98,0.00863,43500.45,0.1174
1649321674706,43499.94,0.00227,43500.79,0.00403
1649321674706,43499.52,0.008,43501.0,0.00459
1649321674706,43499.26,0.00064,43501.11,0.00844
1649321674706,43498.97,0.02032,43501.26,0.32
1649321674706,43497.52,0.00386,43501.48,0.23015
1649321674706,43497.5,0.15,43501.66,1.16714
1649321674706,43496.28,0.42721,43502.36,0.75
1649321674706,43496.27,0.75,43502.43,0.24
1649321674706,43496.19,0.00309,43502.56,0.32
1649321674706,43496.11,0.00045,43502.59,0.01461
1649321674706,43495.64,0.36,43502.78,0.32
1649321674706,43494.17,0.53884,43503.04,0.00024
1649321674706,43493.89,0.11494,43503.16,0.31036
1649321674706,43493.82,0.1232,43503.45,0.00202
1649321674706,43493.71,0.00024,43504.29,0.01047
1649321674706,43493.53,0.31037,43504.35,0.01584
1649321674706,43493.47,0.00531,43505.0,0.25315
1649321676700,43500.0,4.91155,43500.01,3.56373
1649321676700,43499.99,0.00209,43500.45,0.1174
1649321676700,43499.52,0.008,43500.79,0.00403
1649321676700,43499.26,0.00064,43501.0,0.00459
1649321676700,43498.97,0.02032,43501.11,0.00844
1649321676700,43497.52,0.00386,43501.26,0.32
1649321676700,43497.5,0.15,43501.48,0.23015
1649321676700,43497.27,0.31034,43501.66,1.16714
1649321676700,43496.28,0.42721,43502.36,0.86494
1649321676700,43496.27,0.75,43502.43,0.24
1649321676700,43496.19,0.00309,43502.56,0.32
1649321676700,43496.11,0.00045,43502.59,0.01461
1649321676700,43495.64,0.36,43502.78,0.32
1649321676700,43494.64,0.17814,43503.04,0.00024
1649321676700,43494.17,0.53884,43503.45,0.00202
1649321676700,43493.89,0.11494,43504.29,0.01047
1649321676700,43493.82,0.1232,43504.35,0.01584
1649321676700,43493.71,0.00024,43505.0,0.25315
1649321676700,43493.53,0.31037,43505.07,0.11494
1649321676700,43493.47,0.00531,43506.18,0.01787
1649321678703,43500.0,0.7106,43500.01,9.85413
1649321678703,43499.99,0.00209,43500.04,0.39772
1649321678703,43499.98,0.00863,43500.48,0.23234
1649321678703,43499.96,0.00227,43500.79,0.00403
1649321678703,43499.52,0.008,43501.0,0.00459
1649321678703,43499.26,0.00064,43501.11,0.00844
1649321678703,43498.97,0.02032,43501.21,0.12
1649321678703,43497.52,0.00386,43501.48,0.23015
1649321678703,43497.5,0.15,43501.66,1.16714
1649321678703,43496.28,0.42721,43502.36,0.75
1649321678703,43496.27,0.75,43502.43,0.24
1649321678703,43496.19,0.00309,43502.52,0.12
1649321678703,43496.11,0.00045,43502.59,0.01461
1649321678703,43495.64,0.36,43502.74,0.12
1649321678703,43494.17,0.53884,43503.04,0.00024
1649321678703,43493.89,0.11494,43503.38,0.31036
1649321678703,43493.82,0.1232,43503.45,0.00202
1649321678703,43493.71,0.00024,43504.29,0.01047
1649321678703,43493.53,0.31037,43504.35,0.01584
1649321678703,43493.02,0.45973,43504.37,0.36
1649321680702,43500.0,0.34908,43500.01,11.08153
1649321680702,43499.99,0.00209,43500.04,0.39772
1649321680702,43499.96,0.00227,43500.48,0.1174
1649321680702,43499.52,0.008,43500.79,0.00403
1649321680702,43499.26,0.00064,43501.0,0.11953
1649321680702,43498.97,0.02032,43501.11,0.00844
1649321680702,43497.52,0.00386,43501.21,0.12
1649321680702,43497.5,0.15,43501.48,0.23015
1649321680702,43496.19,0.00309,43501.66,1.16714
1649321680702,43496.11,0.00045,43502.36,0.75
1649321680702,43495.73,0.44552,43502.43,0.24
1649321680702,43495.72,0.75,43502.52,0.12
1649321680702,43495.64,0.36,43502.59,0.01461
1649321680702,43494.17,0.53884,43502.74,0.12
1649321680702,43493.89,0.11494,43503.04,0.00024
1649321680702,43493.82,0.1232,43503.38,0.31036
1649321680702,43493.71,0.00024,43503.45,0.00202
1649321680702,43493.53,0.42531,43504.29,0.01047
1649321680702,43493.02,0.34479,43504.35,0.01584
1649321680702,43492.39,1.01169,43504.37,0.36
1649321682702,43500.0,19.9366,43500.01,2.38667
1649321682702,43499.99,0.00209,43500.04,0.39772
1649321682702,43499.96,0.00227,43500.79,0.00403
1649321682702,43499.53,0.13139,43501.0,0.00459
1649321682702,43499.52,0.008,43501.11,0.00844
1649321682702,43499.26,0.00064,43501.48,0.23015
1649321682702,43498.97,0.02032,43501.66,1.16714
1649321682702,43497.67,0.42528,43502.59,0.01461
1649321682702,43497.52,0.00386,43502.81,0.28
1649321682702,43497.5,0.15,43503.04,0.00024
1649321682702,43497.18,0.09858,43503.22,0.02
1649321682702,43496.19,0.00309,43503.44,0.02
1649321682702,43496.11,0.00045,43503.45,0.00202
1649321682702,43495.73,0.44552,43503.54,0.75
1649321682702,43495.72,0.75,43503.99,0.24
1649321682702,43495.64,0.36,43504.29,0.01047
1649321682702,43494.17,0.53884,43504.35,0.01584
1649321682702,43493.89,0.11494,43505.0,0.25315
1649321682702,43493.82,0.1232,43505.07,0.11494
1649321682702,43493.71,0.00024,43506.07,0.02299
1649321683702,43500.0,21.59811,43500.01,0.85425
1649321683702,43499.99,0.00209,43500.04,0.39772
1649321683702,43499.96,0.00227,43500.79,0.00403
1649321683702,43499.53,0.13139,43501.0,0.00459
1649321683702,43499.52,0.008,43501.11,0.00844
1649321683702,43499.26,0.00064,43501.48,0.23015
1649321683702,43498.97,0.02032,43501.66,1.16714
1649321683702,43498.05,0.22987,43502.59,0.01461
1649321683702,43497.67,0.31034,43503.04,0.00024
1649321683702,43497.52,0.00386,43503.45,0.00202
1649321683702,43497.5,0.15,43504.29,0.01047
1649321683702,43497.18,0.09858,43504.35,0.01584
1649321683702,43496.19,0.00309,43504.73,0.75
1649321683702,43496.11,0.00045,43505.0,0.25315
1649321683702,43495.73,0.44552,43506.07,0.13793
1649321683702,43495.72,0.75,43506.18,0.01787
1649321683702,43495.64,0.36,43506.32,0.2
1649321683702,43494.17,0.53884,43506.53,0.00257
1649321683702,43493.82,0.1232,43506.54,0.00108
1649321683702,43493.71,0.00024,43507.25,0.06526
1649321685702,43500.0,21.49111,43500.01,0.84058
1649321685702,43499.99,0.00323,43500.04,0.39772
1649321685702,43499.96,0.00227,43500.79,0.00403
1649321685702,43499.53,0.13139,43501.0,0.00459
1649321685702,43499.52,0.008,43501.11,0.00844
1649321685702,43499.26,0.00064,43501.48,0.23015
1649321685702,43498.97,0.02032,43501.66,1.16714
1649321685702,43498.05,0.11493,43502.59,0.01461
1649321685702,43497.67,0.31034,43503.04,0.00024
1649321685702,43497.52,0.00386,43503.45,0.00202
1649321685702,43497.5,0.15,43504.29,0.01047
1649321685702,43497.18,0.09858,43504.35,0.01584
1649321685702,43496.19,0.00309,43504.73,0.75
1649321685702,43496.11,0.00045,43505.0,0.25315
1649321685702,43495.73,0.44552,43506.18,0.01787
1649321685702,43495.72,0.75,43506.32,0.2
1649321685702,43495.64,0.36,43506.54,0.00108
1649321685702,43494.17,0.53884,43507.25,0.06526
1649321685702,43493.82,0.1232,43507.49,0.24
1649321685702,43493.71,0.00024,43507.62,0.2
1649321687709,43500.0,12.85682,43500.01,4.85701
1649321687709,43499.99,0.00323,43500.04,0.39772
1649321687709,43499.96,0.00227,43500.5,0.1174
1649321687709,43499.52,0.008,43500.79,0.00403
1649321687709,43499.51,0.13139,43501.0,0.00459
1649321687709,43499.26,0.00064,43501.11,0.00844
1649321687709,43498.97,0.02032,43501.48,0.23015
1649321687709,43498.05,0.11493,43501.66,1.16714
1649321687709,43497.52,0.00386,43502.59,0.12955
1649321687709,43497.5,0.15,43503.04,0.00024
1649321687709,43497.18,0.09858,43503.32,0.00563
1649321687709,43496.19,0.00309,43503.42,0.31035
1649321687709,43496.11,0.00045,43503.45,0.00202
1649321687709,43495.73,0.44552,43504.29,0.01047
1649321687709,43495.72,0.75,43504.35,0.01584
1649321687709,43495.64,0.36,43504.73,0.75
1649321687709,43494.17,0.65378,43505.0,0.25315
1649321687709,43493.82,0.1232,43506.18,0.01787
1649321687709,43493.71,0.00024,43506.32,0.2
1649321687709,43493.53,0.31037,43506.54,0.00108
1649321689704,43500.0,16.51362,43500.01,2.82601
1649321689704,43499.99,0.00323,43500.04,0.39772
1649321689704,43499.96,0.00227,43500.5,0.1174
1649321689704,43499.52,0.008,43500.79,0.00403
1649321689704,43499.51,0.03494,43501.0,0.00459
1649321689704,43499.26,0.00064,43501.11,0.00844
1649321689704,43498.97,0.02032,43501.48,0.23015
1649321689704,43497.52,0.00386,43501.66,1.16714
1649321689704,43497.5,0.15,43502.59,0.12955
1649321689704,43497.18,0.09858,43503.04,0.00024
1649321689704,43496.19,0.00309,43503.32,0.00563
1649321689704,43496.11,0.00045,43503.45,0.00202
1649321689704,43495.73,0.44552,43504.29,0.01047
1649321689704,43495.72,0.75,43504.35,0.01584
1649321689704,43495.64,0.36,43504.73,0.75
1649321689704,43494.77,0.22988,43505.0,0.25315
1649321689704,43494.17,0.53884,43506.18,0.01787
1649321689704,43493.82,0.1232,43506.32,0.2
1649321689704,43493.71,0.00024,43506.54,0.00108
1649321689704,43493.53,0.31037,43507.12,0.11494
1649321690705,43500.0,19.62814,43500.01,0.65731
1649321690705,43499.99,0.00323,43500.04,0.39772
1649321690705,43499.96,0.00227,43500.79,0.00403
1649321690705,43499.52,0.008,43501.0,0.00459
1649321690705,43499.51,0.03494,43501.11,0.00844
1649321690705,43499.26,0.00064,43501.48,0.23015
1649321690705,43498.97,0.02032,43501.66,1.16714
1649321690705,43497.52,0.00386,43502.59,0.01461
1649321690705,43497.5,0.15,43503.04,0.00024
1649321690705,43497.18,0.21352,43503.45,0.00202
1649321690705,43496.76,0.00037,43504.29,0.12541
1649321690705,43496.71,0.31034,43504.35,0.01584
1649321690705,43496.19,0.00309,43504.73,0.75
1649321690705,43496.11,0.00045,43505.0,0.25315
1649321690705,43495.73,0.44552,43506.18,0.01787
1649321690705,43495.72,0.75,43506.32,0.2
1649321690705,43495.64,0.36,43506.54,0.00108
1649321690705,43494.77,0.11494,43507.12,0.11494
1649321690705,43494.17,0.53884,43507.25,0.06526
1649321690705,43493.82,0.1232,43507.49,0.24
1649321692703,43500.0,20.74503,43500.01,0.49905
1649321692703,43499.99,0.00323,43500.04,0.39772
1649321692703,43499.96,0.00227,43500.79,0.00403
1649321692703,43499.52,0.008,43501.0,0.00459
1649321692703,43499.51,0.03494,43501.11,0.00844
1649321692703,43499.26,0.00064,43501.48,0.23015
1649321692703,43498.97,0.02032,43501.66,1.16714
1649321692703,43497.83,0.11493,43502.59,0.01461
1649321692703,43497.52,0.00386,43503.04,0.00024
1649321692703,43497.5,0.15,43503.45,0.00202
1649321692703,43497.18,0.21352,43504.29,0.01047
1649321692703,43496.76,0.00037,43504.35,0.01584
1649321692703,43496.71,0.31034,43504.73,0.75
1649321692703,43496.19,0.00309,43505.0,0.25315
1649321692703,43496.11,0.00045,43506.18,0.01787
1649321692703,43495.73,0.44552,43506.27,0.2
1649321692703,43495.72,0.75,43506.54,0.00108
1649321692703,43495.64,0.36,43507.25,0.06526
1649321692703,43494.17,0.53884,43507.45,0.24
1649321692703,43493.82,0.1232,43507.58,0.2
1649321694703,43500.0,20.6706,43500.01,1.9706
1649321694703,43499.99,0.00323,43500.04,0.39772
1649321694703,43499.96,0.00227,43500.79,0.00403
1649321694703,43499.52,0.008,43501.48,0.23015
1649321694703,43499.51,0.03494,43501.66,1.16714
1649321694703,43499.26,0.00064,43502.59,0.00345
1649321694703,43498.97,0.02032,43503.04,0.11518
1649321694703,43498.81,0.31033,43503.45,0.00202
1649321694703,43497.83,0.11493,43504.35,0.01584
1649321694703,43497.52,0.00386,43505.0,0.24825
1649321694703,43497.5,0.15,43505.16,0.75
1649321694703,43497.18,0.09858,43506.18,0.01787
1649321694703,43496.76,0.00037,43506.27,0.2
1649321694703,43496.71,0.31034,43506.42,0.00563
1649321694703,43496.19,0.00309,43506.54,0.00108
1649321694703,43496.11,0.00045,43507.25,0.06526
1649321694703,43495.73,0.56046,43507.45,0.24
1649321694703,43495.72,0.75,43507.58,0.2
1649321694703,43495.64,0.36,43507.75,0.21
1649321694703,43494.17,0.53884,43508.09,0.02299
1649321696706,43500.0,20.67543,43500.01,2.91842
1649321696706,43499.99,0.00323,43500.04,0.39772
1649321696706,43499.96,0.00227,43500.79,0.00403
1649321696706,43499.52,0.008,43500.88,0.00563
1649321696706,43499.51,0.03494,43501.48,0.23015
1649321696706,43499.26,0.00064,43501.66,1.16714
1649321696706,43498.97,0.02032,43502.59,0.00345
1649321696706,43497.83,0.11493,43503.04,0.11518
1649321696706,43497.52,0.00386,43503.45,0.00202
1649321696706,43497.5,0.15,43504.35,0.01584
1649321696706,43497.18,0.09858,43505.0,0.24825
1649321696706,43496.76,0.00037,43505.16,0.75
1649321696706,43496.71,0.31034,43506.18,0.01787
1649321696706,43496.19,0.00309,43506.27,0.2
1649321696706,43496.11,0.00045,43506.54,0.00108
1649321696706,43495.73,0.44552,43507.25,0.06526
1649321696706,43495.72,0.75,43507.45,0.24
1649321696706,43495.64,0.47494,43507.58,0.2
1649321696706,43494.17,0.53884,43507.75,0.21
1649321696706,43493.82,0.1232,43508.09,0.02299
1649321698705,43500.0,21.14875,43500.01,0.51758
1649321698705,43499.99,0.00323,43500.04,0.39772
1649321698705,43499.96,0.00227,43500.79,0.00403
1649321698705,43499.52,0.008,43501.48,0.23015
1649321698705,43499.51,0.03494,43501.66,1.16714
1649321698705,43499.26,0.00064,43502.59,0.00345
1649321698705,43498.98,0.31033,43503.04,0.00024
1649321698705,43498.97,0.02032,43503.45,0.00202
1649321698705,43497.83,0.11493,43504.35,0.01584
1649321698705,43497.52,0.00386,43505.0,0.24825
1649321698705,43497.5,0.15,43506.18,0.01787
1649321698705,43497.18,0.09858,43506.27,0.2
1649321698705,43496.76,0.00037,43506.54,0.00108
1649321698705,43496.71,0.31034,43506.96,0.75
1649321698705,43496.19,0.00309,43507.25,0.06526
1649321698705,43496.11,0.00045,43507.45,0.24
1649321698705,43495.73,0.44552,43507.58,0.2
1649321698705,43495.72,0.75,43507.75,0.21
1649321698705,43495.64,0.36,43508.09,0.02299
1649321698705,43494.17,0.53884,43508.11,0.22989
1649321699704,43500.0,10.8145,43500.01,6.69984
1649321699704,43499.99,0.00323,43500.04,0.39772
1649321699704,43499.96,0.00227,43500.5,0.1174
1649321699704,43499.52,0.008,43500.79,0.00403
1649321699704,43499.26,0.00064,43500.88,0.00563
1649321699704,43498.97,0.02032,43501.47,0.25289
1649321699704,43497.52,0.00386,43501.48,0.23015
1649321699704,43497.5,0.15,43501.66,1.16714
1649321699704,43496.76,0.00037,43502.27,0.32
1649321699704,43496.19,0.00309,43502.28,0.75
1649321699704,43496.11,0.00045,43502.59,0.00345
1649321699704,43495.73,0.44552,43502.93,0.31036
1649321699704,43495.72,0.75,43503.04,0.00024
1649321699704,43495.64,0.36,43503.4,0.24
1649321699704,43494.17,0.53884,43503.45,0.00202
1649321699704,43493.82,0.1232,43503.58,0.32
1649321699704,43493.71,0.00024,43503.71,0.32
1649321699704,43493.53,0.31037,43504.35,0.01584
1649321699704,43493.49,0.11494,43505.0,0.24825
1649321699704,43493.48,0.00524,43505.8,0.11494
1649321701705,43490.0,10.46375,43490.01,2.13897
1649321701705,43489.99,0.00301,43490.02,0.04342
1649321701705,43489.58,0.27684,43490.88,0.00571
1649321701705,43489.57,0.008,43491.01,0.14075
1649321701705,43489.26,0.00024,43491.41,0.32
1649321701705,43489.24,0.75,43492.3,0.47074
1649321701705,43489.0,0.09329,43492.31,0.04342
1649321701705,43488.95,0.00434,43492.71,0.32
1649321701705,43488.43,0.90866,43492.84,0.32
1649321701705,43484.99,0.00085,43492.89,0.00136
1649321701705,43484.65,0.03246,43492.93,0.24
1649321701705,43484.32,0.03246,43493.05,0.00024
1649321701705,43483.44,0.00108,43493.46,0.31043
1649321701705,43483.0,0.00097,43494.5,0.03835
1649321701705,43482.54,0.11497,43494.77,0.11497
1649321701705,43482.39,0.34097,43494.91,0.75
1649321701705,43481.89,0.04342,43496.11,0.06437
1649321701705,43481.62,0.04342,43496.2,0.70562
1649321701705,43481.61,0.36,43496.23,0.05
1649321701705,43481.55,0.34484,43496.53,0.00231
1649321703708,43496.52,15.09266,43496.53,0.1413
1649321703708,43496.22,0.31034,43497.11,0.05504
1649321703708,43496.21,1.19556,43497.31,0.00863
1649321703708,43495.87,0.2279,43497.88,1.02479
1649321703708,43495.86,4.41331,43498.71,0.12646
1649321703708,43495.65,0.09931,43498.77,0.04
1649321703708,43495.46,0.10807,43499.26,0.07918
1649321703708,43495.44,0.1258,43499.74,1.08428
1649321703708,43494.75,0.25,43499.96,0.17548
1649321703708,43494.56,0.00404,43499.99,0.6313
1649321703708,43494.53,0.0044,43500.01,0.00259
1649321703708,43494.21,0.48794,43500.04,0.39772
1649321703708,43493.15,1.15886,43500.17,0.06
1649321703708,43493.05,0.4716,43500.31,0.06
1649321703708,43493.04,0.08894,43500.99,0.08
1649321703708,43492.89,0.2279,43501.42,0.75
1649321703708,43492.88,0.08894,43501.48,0.23015
1649321703708,43491.72,0.06439,43501.66,1.16714
1649321703708,43490.97,0.11495,43501.92,0.00108
1649321703708,43490.06,0.39289,43502.58,0.11495
1649321705710,43500.03,18.19028,43500.04,0.26721
1649321705710,43499.86,0.72996,43501.38,0.00403
1649321705710,43499.85,6.13262,43501.48,0.23015
1649321705710,43499.43,0.2279,43502.59,0.00345
1649321705710,43499.42,0.29552,43502.75,0.672
1649321705710,43499.11,0.04342,43503.04,0.00024
1649321705710,43498.79,0.03163,43503.45,0.00202
1649321705710,43498.33,0.2279,43504.35,0.01584
1649321705710,43498.32,0.27132,43504.97,0.23494
1649321705710,43497.27,0.15836,43505.0,0.24825
1649321705710,43497.25,0.11493,43506.18,0.01787
1649321705710,43497.16,0.27132,43506.28,0.12
1649321705710,43497.11,0.2279,43506.41,0.13
1649321705710,43496.97,0.34475,43506.5,0.08
1649321705710,43496.22,0.31034,43506.54,0.00108
1649321705710,43496.01,0.11495,43507.72,0.75
1649321705710,43495.87,0.2279,43507.8,0.16
1649321705710,43495.86,0.36,43508.7,0.03835
1649321705710,43495.65,0.09931,43508.85,0.00108
1649321705710,43495.46,0.10807,43509.54,0.19999
1649321707706,43506.17,17.11035,43506.18,0.12568
1649321707706,43505.52,0.00045,43506.74,0.00442
1649321707706,43505.51,1.33284,43507.96,0.06707
1649321707706,43505.48,0.03918,43510.0,0.02299
1649321707706,43505.3,0.0993,43510.03,0.16
1649321707706,43505.11,0.12578,43510.9,0.0385
1649321707706,43505.0,0.53403,43511.21,0.01
1649321707706,43504.99,2.4826,43511.34,0.16
