T,bp,bs,ap,as
1649321707706,43504.79,0.10805,43511.6,0.16
1649321707706,43504.76,0.31028,43511.64,0.08
1649321707706,43504.06,0.25,43511.69,0.62815
1649321707706,43503.84,0.11491,43513.47,0.00108
1649321707706,43503.78,0.05,43513.87,0.01151
1649321707706,43502.97,0.85659,43514.1,0.75
1649321707706,43502.96,1.07,43514.61,0.00068
1649321707706,43502.85,1.48077,43515.0,0.0003
1649321707706,43502.76,0.06456,43515.33,0.1
1649321707706,43502.59,0.2279,43515.78,0.00108
1649321707706,43502.58,0.08894,43515.91,0.99999
1649321707706,43501.48,0.99417,43516.45,0.03
1649321709704,43509.98,14.7471,43509.99,0.07996
1649321709704,43509.88,0.02798,43510.0,0.02299
1649321709704,43509.2,0.10804,43510.9,0.0385
1649321709704,43508.54,0.09929,43511.64,0.00423
1649321709704,43508.31,1.13568,43514.31,0.11331
1649321709704,43508.26,0.68673,43514.32,1.16998
1649321709704,43508.02,0.31025,43514.61,0.00068
1649321709704,43508.01,1.22,43515.0,0.0003
1649321709704,43507.96,1.88674,43515.78,0.00108
1649321709704,43507.95,1.88894,43515.9,0.34508
1649321709704,43507.6,0.1149,43515.91,0.75
1649321709704,43506.74,0.6563,43516.34,0.16
1649321709704,43506.45,1.1479,43516.57,0.00865
1649321709704,43506.36,0.08894,43517.24,0.02
1649321709704,43506.18,0.27712,43517.37,0.02
1649321709704,43506.17,0.38537,43517.5,0.08
1649321709704,43505.91,0.34468,43517.89,0.03239
1649321709704,43505.52,0.00045,43517.9,0.16
1649321709704,43505.11,0.12578,43517.95,0.22985
1649321709704,43504.99,0.04342,43518.09,0.00108
1649321710707,43509.98,15.79731,43509.99,0.14124
1649321710707,43509.88,0.02798,43510.0,0.02299
1649321710707,43509.2,0.10804,43510.55,0.00374
1649321710707,43508.54,0.09929,43510.9,0.0385
1649321710707,43508.31,1.13568,43511.64,0.00423
1649321710707,43508.26,0.68673,43514.31,0.22823
1649321710707,43508.05,0.00374,43514.32,1.16998
1649321710707,43508.02,0.31025,43514.61,0.00068
1649321710707,43508.01,1.22,43515.0,0.0003
1649321710707,43507.96,1.88674,43515.78,0.00108
1649321710707,43507.95,1.88894,43515.9,0.34508
1649321710707,43507.6,0.1149,43515.91,0.75
1649321710707,43506.74,0.6563,43515.92,0.02299
1649321710707,43506.45,1.26282,43516.34,0.32
1649321710707,43506.36,0.08894,43516.57,0.00865
1649321710707,43506.28,0.05,43517.24,0.02
1649321710707,43506.18,0.2279,43517.37,0.02
1649321710707,43506.17,0.38537,43517.5,0.08
1649321710707,43505.91,0.34468,43517.89,0.03239
1649321710707,43505.52,0.00045,43517.9,0.16
1649321712704,43509.98,15.94444,43509.99,0.00844
1649321712704,43509.2,0.10804,43510.0,0.02299
1649321712704,43509.11,0.09928,43510.55,0.00374
1649321712704,43508.31,1.13568,43510.9,0.0385
1649321712704,43508.26,0.68673,43511.64,0.00423
1649321712704,43508.05,0.00374,43514.31,0.22823
1649321712704,43508.02,0.31025,43514.32,1.16998
1649321712704,43508.01,1.22,43514.61,0.00068
1649321712704,43507.96,1.88674,43515.0,0.0003
1649321712704,43507.95,1.58894,43515.78,0.00108
1649321712704,43507.6,0.1149,43515.9,0.34508
1649321712704,43506.74,0.77122,43515.91,0.75
1649321712704,43506.45,1.1479,43515.92,0.02299
1649321712704,43506.36,0.08894,43516.34,0.32
1649321712704,43506.28,0.05,43516.57,0.00865
1649321712704,43506.18,0.22815,43517.24,0.02
1649321712704,43506.17,0.38537,43517.37,0.02
1649321712704,43505.91,0.34468,43517.5,0.08
1649321712704,43505.52,0.00045,43517.89,0.03239
1649321712704,43505.26,0.06467,43517.9,0.16
1649321714713,43510.89,12.73185,43510.9,0.0385
1649321714713,43510.82,0.02817,43511.64,0.00423
1649321714713,43510.78,0.69677,43514.61,0.00068
1649321714713,43510.73,0.09969,43515.0,0.0003
1649321714713,43510.67,0.25,43515.77,0.00124
1649321714713,43510.57,2.65,43515.78,0.116
1649321714713,43510.56,6.29338,43516.57,0.00865
1649321714713,43510.54,3.71536,43517.04,0.04
1649321714713,43510.0,0.2279,43517.12,0.2348
1649321714713,43509.99,6.83541,43517.13,0.75
1649321714713,43509.98,0.82115,43517.89,0.03239
1649321714713,43509.21,0.01158,43518.04,0.02
1649321714713,43509.2,0.10804,43518.09,0.00108
1649321714713,43509.11,0.09928,43518.17,0.02
1649321714713,43508.31,0.11492,43518.25,0.10706
1649321714713,43508.05,0.00374,43518.26,0.1149
1649321714713,43508.02,0.31025,43518.64,0.0017
1649321714713,43507.96,0.27132,43518.76,0.24
1649321714713,43507.95,0.04342,43519.26,0.87634
1649321714713,43507.6,0.1149,43519.45,1.65142
1649321716710,43515.84,3.85159,43515.85,5.48262
1649321716710,43515.57,0.00916,43516.44,3.14702
1649321716710,43515.34,0.10805,43516.57,0.00865
1649321716710,43515.32,0.008,43516.95,0.00551
1649321716710,43515.19,0.03314,43517.03,0.1
1649321716710,43512.39,0.31023,43517.04,0.04
1649321716710,43512.17,0.11803,43517.54,0.00425
1649321716710,43511.63,0.16042,43517.89,0.03239
1649321716710,43510.9,1.33933,43517.91,0.1149
1649321716710,43510.89,0.79342,43518.04,0.02
1649321716710,43510.73,0.08894,43518.17,0.02
1649321716710,43510.56,0.08894,43518.58,0.02298
1649321716710,43510.54,0.04342,43518.64,0.0017
1649321716710,43509.99,0.04552,43518.76,0.24
1649321716710,43509.98,0.40944,43519.26,0.1149
1649321716710,43509.91,0.01087,43519.51,0.001
1649321716710,43509.67,0.02593,43520.0,0.02298
1649321716710,43509.61,0.02593,43520.14,0.36
1649321716710,43508.05,0.00374,43520.39,0.22983
1649321716710,43508.02,0.31025,43520.97,0.01151
1649321718709,43515.84,3.76068,43515.85,10.70882
1649321718709,43515.57,0.00916,43516.44,1.86517
1649321718709,43515.34,0.10805,43516.57,0.00865
1649321718709,43515.32,0.008,43516.72,0.00551
1649321718709,43515.19,0.03314,43517.03,0.1
1649321718709,43512.17,0.11803,43517.04,0.04
1649321718709,43511.63,0.04552,43517.52,0.00443
1649321718709,43510.9,1.45423,43517.89,0.03239
1649321718709,43510.89,0.79342,43518.04,0.02
1649321718709,43510.73,0.08894,43518.17,0.02
1649321718709,43510.56,0.08894,43518.58,0.13788
1649321718709,43510.54,0.04342,43518.64,0.0017
1649321718709,43509.99,0.04552,43518.76,0.24
1649321718709,43509.98,0.40944,43519.05,0.31024
1649321718709,43509.91,0.01087,43519.51,0.001
1649321718709,43509.33,0.75,43520.0,0.02298
1649321718709,43508.05,0.00374,43520.14,0.36
1649321718709,43508.02,0.31025,43520.35,0.0018
1649321718709,43507.96,0.27132,43520.39,0.22983
1649321718709,43507.6,0.1149,43520.97,0.01151
1649321719710,43515.84,5.61416,43515.85,6.56056
1649321719710,43515.57,0.00916,43516.44,1.86517
1649321719710,43515.34,0.10805,43516.57,0.00865
1649321719710,43515.32,0.008,43517.03,0.1
1649321719710,43515.19,0.03314,43517.04,0.04
1649321719710,43514.97,0.20086,43517.52,0.00443
1649321719710,43512.87,0.31023,43517.89,0.03239
1649321719710,43512.17,0.11803,43518.04,0.02
1649321719710,43511.63,0.16042,43518.17,0.02
1649321719710,43511.48,0.36,43518.64,0.0017
1649321719710,43510.9,1.33933,43518.76,0.24
1649321719710,43510.89,0.79342,43519.04,0.02298
1649321719710,43510.73,0.08894,43519.05,0.1149
1649321719710,43510.56,0.08894,43519.51,0.001
1649321719710,43510.54,0.04342,43520.0,0.02298
1649321719710,43509.99,0.04575,43520.14,0.36
1649321719710,43509.98,0.40944,43520.35,0.0018
1649321719710,43509.91,0.01087,43520.39,0.22983
1649321719710,43509.33,0.75,43520.97,0.01151
1649321719710,43508.05,0.00374,43521.56,0.11489
1649321721715,43515.84,5.60247,43515.85,6.58291
1649321721715,43515.57,0.00916,43516.44,1.86517
1649321721715,43515.34,0.10805,43516.57,0.00865
1649321721715,43515.32,0.008,43517.03,0.1
1649321721715,43515.19,0.03314,43517.04,0.04
1649321721715,43514.97,0.20086,43517.52,0.00443
1649321721715,43512.41,0.31023,43517.89,0.03239
1649321721715,43512.17,0.11803,43518.04,0.02
1649321721715,43511.63,0.04552,43518.17,0.02
1649321721715,43511.48,0.36,43518.58,0.13788
1649321721715,43510.9,1.33933,43518.64,0.0017
1649321721715,43510.89,0.79342,43518.76,0.24
1649321721715,43510.73,0.08894,43519.07,0.00551
1649321721715,43510.56,0.08894,43519.51,0.001
1649321721715,43510.54,0.04342,43520.0,0.02298
1649321721715,43509.99,0.04575,43520.14,0.36
1649321721715,43509.98,0.40944,43520.35,0.0018
1649321721715,43509.91,0.01087,43520.39,0.22983
1649321721715,43509.33,0.75,43520.97,0.01151
1649321721715,43508.05,0.00374,43521.56,0.11489
1649321723708,43515.84,5.53489,43515.85,5.06186
1649321723708,43515.57,0.00916,43516.44,1.76517
1649321723708,43515.34,0.10805,43516.57,0.00865
1649321723708,43515.32,0.008,43517.03,0.1
1649321723708,43515.19,0.03314,43517.04,0.04
1649321723708,43514.97,0.20086,43517.52,0.00443
1649321723708,43512.41,0.31023,43517.89,0.03239
1649321723708,43512.17,0.11803,43518.04,0.02
1649321723708,43511.63,0.16042,43518.17,0.02
1649321723708,43511.48,0.36,43518.64,0.1166
1649321723708,43510.9,1.33933,43518.76,0.24
1649321723708,43510.89,0.79342,43519.04,0.02298
1649321723708,43510.73,0.08894,43519.07,0.00551
1649321723708,43510.56,0.08894,43519.51,0.001
1649321723708,43510.54,0.04342,43520.0,0.02298
1649321723708,43509.99,0.06873,43520.14,0.36
1649321723708,43509.98,0.40944,43520.35,0.0018
1649321723708,43509.91,0.01087,43520.39,0.22983
1649321723708,43509.33,0.75,43520.97,0.01151
1649321723708,43508.05,0.00374,43521.56,0.11489
1649321725711,43515.84,0.84902,43515.85,12.49514
1649321725711,43515.57,0.00916,43516.03,0.05678
1649321725711,43515.56,0.00863,43516.44,1.76517
1649321725711,43515.32,0.008,43516.57,0.00865
1649321725711,43515.19,0.03314,43516.74,0.00551
1649321725711,43512.17,0.11803,43516.86,0.25553
1649321725711,43511.63,0.04552,43517.03,0.1
1649321725711,43510.73,0.04552,43517.04,0.04
1649321725711,43510.56,0.04552,43517.45,0.11491
1649321725711,43510.0,0.37177,43517.5,0.00407
1649321725711,43509.99,0.06873,43517.89,0.03239
1649321725711,43509.98,0.40944,43518.04,0.02
1649321725711,43509.91,0.01087,43518.17,0.02
1649321725711,43509.33,0.8649,43518.53,0.31025
1649321725711,43508.05,0.00374,43518.58,0.02298
1649321725711,43508.02,0.31025,43518.64,0.0017
1649321725711,43507.96,0.04342,43518.76,0.24
1649321725711,43506.97,0.025,43519.51,0.001
1649321725711,43506.96,0.0648,43520.0,0.02298
1649321725711,43506.74,0.6563,43520.12,1.32892
1649321727708,43515.84,0.88829,43515.85,12.12659
1649321727708,43515.79,0.20001,43515.87,0.00455
1649321727708,43515.57,0.00916,43516.03,0.05678
1649321727708,43515.32,0.008,43516.44,1.76517
1649321727708,43515.19,0.03314,43516.57,0.00865
1649321727708,43514.76,0.10725,43516.74,0.00551
1649321727708,43512.17,0.11803,43517.03,0.1
1649321727708,43511.63,0.04552,43517.04,0.04
1649321727708,43510.81,0.1826,43517.45,0.11491
1649321727708,43510.73,0.04552,43517.5,0.00407
1649321727708,43510.56,0.04552,43517.89,0.03239
1649321727708,43510.0,0.37177,43518.04,0.02
1649321727708,43509.99,0.06987,43518.17,0.1349
1649321727708,43509.98,0.40944,43518.58,0.02298
1649321727708,43509.33,0.75,43518.64,0.0017
1649321727708,43509.32,0.00537,43518.76,0.24
1649321727708,43508.05,0.00374,43519.19,0.31024
1649321727708,43508.02,0.31025,43519.51,0.001
1649321727708,43507.96,0.04342,43520.0,0.02298
1649321727708,43507.55,0.2,43520.06,1.3254
1649321729712,43512.17,0.11803,43512.18,9.19128
1649321729712,43511.69,0.008,43512.19,0.04342
1649321729712,43510.66,0.00443,43512.23,0.2279
1649321729712,43509.99,0.02435,43512.24,5.82165
1649321729712,43509.98,0.22544,43512.26,2.31194
1649321729712,43508.05,0.00374,43512.29,0.32
1649321729712,43506.54,0.00108,43512.3,0.05678
1649321729712,43506.18,0.00025,43513.0,0.01024
1649321729712,43506.17,0.02537,43513.47,0.31028
1649321729712,43505.65,0.00259,43513.6,0.32
1649321729712,43505.52,0.00045,43513.68,0.32
1649321729712,43504.24,0.25983,43513.87,0.24
1649321729712,43504.23,0.11599,43514.31,0.52207
1649321729712,43503.96,0.75,43515.12,0.2279
1649321729712,43502.73,0.15722,43515.15,0.2279
1649321729712,43502.72,0.23014,43515.18,0.00069
1649321729712,43502.59,0.2279,43515.2,0.36
1649321729712,43501.96,0.06495,43515.22,0.22983
1649321729712,43501.92,0.00108,43515.78,0.79913
1649321729712,43501.48,1.01917,43515.79,0.2279
1649321730708,43504.25,0.41302,43504.26,5.91296
1649321730708,43502.74,0.17442,43504.41,0.75
1649321730708,43502.72,0.23014,43505.13,0.0056
1649321730708,43502.59,0.00415,43505.41,0.14067
1649321730708,43501.48,0.37587,43505.52,0.0222
1649321730708,43500.85,0.75,43506.59,0.11493
1649321730708,43500.04,0.00386,43507.99,0.32
1649321730708,43500.01,0.00896,43508.06,0.3
1649321730708,43500.0,0.0463,43508.74,0.73931
1649321730708,43499.61,0.11601,43509.17,1.02479
1649321730708,43499.43,0.2279,43509.29,0.32
1649321730708,43498.73,0.03227,43509.31,0.36
1649321730708,43497.8,0.02298,43509.38,0.32
1649321730708,43497.3,0.00108,43509.47,0.24
1649321730708,43497.18,0.025,43509.99,11.33817
1649321730708,43497.17,0.38864,43510.0,0.86963
1649321730708,43496.97,0.34475,43510.28,0.31033
1649321730708,43496.17,0.001,43510.67,0.04342
1649321730708,43496.02,0.39689,43511.69,0.2279
1649321730708,43495.86,0.36,43512.04,0.22986
1649321732713,43499.83,10.45303,43499.84,2.00876
1649321732713,43499.82,0.23853,43499.94,0.34091
1649321732713,43499.81,0.75,43500.71,0.00564
1649321732713,43499.66,0.04504,43500.93,0.14069
1649321732713,43498.38,0.11935,43501.04,0.02735
1649321732713,43497.39,0.11495,43501.24,0.01038
1649321732713,43497.18,0.21254,43503.43,1.02479
1649321732713,43496.97,0.34475,43504.25,0.00044
1649321732713,43496.94,0.31034,43504.26,2.2943
1649321732713,43496.75,0.09494,43504.82,0.00374
1649321732713,43495.86,0.36,43505.41,0.11494
1649321732713,43494.99,0.00108,43505.89,0.32
1649321732713,43493.32,0.11494,43506.28,0.01
1649321732713,43493.08,2.28525,43506.36,0.0034
1649321732713,43492.68,0.00108,43506.48,0.22988
1649321732713,43492.52,0.001,43506.59,0.11493
1649321732713,43491.8,0.34477,43506.97,0.31033
1649321732713,43491.25,0.02194,43507.19,0.32
1649321732713,43491.24,0.025,43507.37,0.24
1649321732713,43491.2,0.00172,43508.4,0.02299
1649321734708,43499.83,14.9344,43499.84,0.53861
1649321734708,43499.82,0.23853,43501.04,0.02735
1649321734708,43499.81,0.75,43504.25,0.00044
1649321734708,43499.66,0.04504,43504.26,0.69435
1649321734708,43499.58,0.11492,43504.82,0.00374
1649321734708,43499.07,0.31033,43505.89,0.11494
1649321734708,43498.89,0.1081,43506.28,0.26954
1649321734708,43498.38,0.11935,43506.29,0.04
1649321734708,43497.18,0.21254,43506.36,0.00512
1649321734708,43496.97,0.34475,43506.48,0.22988
1649321734708,43496.94,0.31034,43506.97,0.31033
1649321734708,43495.86,0.36,43507.19,0.02
1649321734708,43495.56,0.07838,43507.24,0.02
1649321734708,43494.99,0.00108,43508.14,0.75
1649321734708,43494.89,0.68921,43508.4,0.02299
1649321734708,43494.06,0.39289,43508.96,0.52667
1649321734708,43493.33,0.06508,43509.31,1.25273
1649321734708,43493.08,2.28525,43509.54,0.881
1649321734708,43492.68,0.00108,43509.97,0.08
1649321734708,43492.52,0.001,43509.99,1.26027
1649321736708,43504.24,11.27539,43504.25,0.49675
1649321736708,43503.37,0.22508,43504.26,0.00272
1649321736708,43503.31,0.0041,43504.82,0.00374
1649321736708,43503.22,0.10809,43505.38,0.3
1649321736708,43503.05,0.11491,43505.39,0.01417
1649321736708,43501.44,0.31031,43506.36,0.12006
1649321736708,43501.43,1.11,43508.14,0.75
1649321736708,43501.41,1.04371,43508.49,0.04
1649321736708,43501.36,1.02479,43509.79,0.06
1649321736708,43501.35,0.54146,43509.84,0.06
1649321736708,43501.32,1.12859,43509.93,0.24
1649321736708,43501.04,0.86333,43509.99,1.26027
1649321736708,43501.03,1.8,43510.0,0.75
1649321736708,43500.88,0.40342,43510.28,0.31033
1649321736708,43500.18,0.08894,43510.67,0.04342
1649321736708,43499.84,0.2279,43511.16,0.00108
1649321736708,43499.83,0.1442,43511.68,0.03834
1649321736708,43499.82,0.23853,43512.44,0.19999
1649321736708,43499.66,0.04504,43512.82,0.06497
1649321736708,43499.08,0.45965,43513.04,0.881
1649321738713,43510.65,6.8983,43510.66,1.21636
1649321738713,43510.45,0.75,43512.26,0.11905
1649321738713,43510.29,0.41801,43513.68,0.32
1649321738713,43510.24,0.00414,43513.75,0.75
1649321738713,43508.98,0.10807,43513.9,0.16707
1649321738713,43508.95,0.5938,43514.14,0.16
1649321738713,43508.92,1.16181,43514.24,0.08
1649321738713,43508.64,2.46693,43514.41,0.02299
1649321738713,43508.63,0.04552,43514.88,0.04
1649321738713,43507.96,0.31025,43515.19,0.03
1649321738713,43507.48,0.09928,43515.22,0.22983
1649321738713,43506.84,0.12576,43515.84,0.00917
1649321738713,43506.3,0.1149,43515.85,0.01629
1649321738713,43506.29,0.36,43515.87,0.00455
1649321738713,43505.6,0.96869,43516.57,0.00865
1649321738713,43505.22,0.75,43517.86,0.1149
1649321738713,43505.09,1.02479,43517.89,0.03239
1649321738713,43504.26,0.0004,43518.64,0.00725
1649321738713,43504.25,0.31684,43518.76,0.04598
1649321738713,43504.24,0.01098,43518.99,0.1
1649321740713,43510.65,14.26236,43510.66,0.25526
1649321740713,43510.45,0.75,43511.22,0.00374
1649321740713,43510.29,0.41801,43512.26,0.00414
1649321740713,43510.24,0.00414,43513.9,0.06707
1649321740713,43510.15,0.31025,43514.09,1.11254
1649321740713,43508.98,0.10807,43514.41,0.1379
1649321740713,43508.95,0.5938,43515.22,0.22983
1649321740713,43508.92,1.16181,43515.84,0.00917
1649321740713,43508.71,0.00374,43515.85,0.01629
1649321740713,43508.64,2.16693,43515.87,0.00455
1649321740713,43508.63,0.04552,43516.24,0.01
1649321740713,43507.96,0.42516,43516.57,0.00865
1649321740713,43507.48,0.09928,43516.66,0.75
1649321740713,43506.84,0.12576,43517.48,0.04
1649321740713,43506.3,0.1149,43517.86,0.1149
1649321740713,43506.29,0.36,43517.89,0.03239
1649321740713,43506.11,0.34468,43518.04,0.08
1649321740713,43505.6,0.85378,43518.34,0.16
1649321740713,43505.22,0.75,43518.57,0.0263
1649321740713,43505.09,1.02479,43518.58,0.02
1649321741728,43512.25,8.72,43512.26,0.72374
1649321741728,43511.83,0.01762,43514.09,1.09122
1649321741728,43511.81,0.204,43514.41,0.02299
1649321741728,43511.21,0.3,43515.22,0.22983
1649321741728,43510.66,1.76035,43515.84,0.12408
1649321741728,43510.65,6.48782,43515.85,0.02458
1649321741728,43510.44,0.01283,43515.87,0.00455
1649321741728,43510.15,0.31025,43516.57,0.00865
1649321741728,43508.98,0.22298,43516.66,0.75
1649321741728,43508.71,0.00374,43517.48,0.04
1649321741728,43508.64,0.29962,43517.86,0.1149
1649321741728,43508.63,0.04552,43517.89,0.03239
1649321741728,43507.96,0.31025,43518.04,0.08
1649321741728,43507.48,0.09928,43518.34,0.16
1649321741728,43506.3,0.1149,43518.57,0.0263
1649321741728,43506.29,0.36,43518.64,0.0017
1649321741728,43506.11,0.34468,43518.76,0.04598
1649321741728,43505.73,0.0086,43518.98,0.01829
1649321741728,43505.6,0.85378,43519.04,0.32
1649321741728,43505.09,1.02479,43519.35,0.32
1649321743710,43512.25,11.41831,43512.26,0.47131
1649321743710,43511.83,0.01762,43513.92,0.00442
1649321743710,43511.18,0.12576,43514.09,1.09122
1649321743710,43510.66,1.76035,43514.41,0.02299
1649321743710,43510.65,6.48757,43515.22,0.22983
1649321743710,43510.44,0.01283,43515.84,0.12408
1649321743710,43510.15,0.31025,43515.85,0.02458
1649321743710,43508.98,0.22298,43515.87,0.00666
1649321743710,43508.71,0.00374,43516.57,0.00865
1649321743710,43508.64,0.29962,43516.66,0.75
1649321743710,43508.63,0.04552,43517.48,0.04
1649321743710,43507.96,0.31025,43517.86,0.1149
1649321743710,43507.48,0.09928,43517.89,0.03239
1649321743710,43506.3,0.1149,43518.04,0.08
1649321743710,43506.29,0.36,43518.34,0.16
1649321743710,43506.11,0.34468,43518.57,0.0263
1649321743710,43505.73,0.0086,43518.64,0.0017
1649321743710,43505.6,0.85378,43518.76,0.04598
1649321743710,43505.09,1.02479,43518.98,0.01829
1649321743710,43504.7,0.05,43519.04,0.32
1649321745713,43512.25,11.80119,43512.26,0.78611
1649321745713,43511.83,0.01762,43513.13,0.00554
1649321745713,43511.18,0.12576,43513.92,0.00442
1649321745713,43510.66,1.76035,43514.09,1.09122
1649321745713,43510.65,3.312,43514.41,0.02299
1649321745713,43510.44,0.01283,43515.22,0.22983
1649321745713,43510.15,0.31025,43515.84,0.12408
1649321745713,43508.98,0.22298,43515.85,0.02458
1649321745713,43508.71,0.00374,43515.87,0.00666
1649321745713,43508.64,0.29962,43516.57,0.00865
1649321745713,43508.63,0.04552,43516.66,0.75
1649321745713,43507.96,0.31025,43517.48,0.04
1649321745713,43507.48,0.09928,43517.86,0.1149
1649321745713,43506.3,0.1149,43517.89,0.03239
1649321745713,43506.29,0.36,43518.04,0.08
1649321745713,43506.11,0.34468,43518.34,0.16
1649321745713,43505.73,0.0086,43518.57,0.0263
1649321745713,43505.6,0.85378,43518.64,0.0017
1649321745713,43505.09,1.02479,43518.76,0.04598
1649321745713,43504.26,0.0004,43518.98,0.01829
1649321747717,43512.25,11.56002,43512.26,0.86198
1649321747717,43511.83,0.01762,43513.92,0.00442
1649321747717,43511.18,0.12576,43514.09,1.09122
1649321747717,43510.66,1.76035,43514.41,0.02299
1649321747717,43510.65,3.312,43515.22,0.22983
1649321747717,43510.44,0.01283,43515.84,0.12408
1649321747717,43510.15,0.31025,43515.85,0.02458
1649321747717,43508.98,0.22298,43515.87,0.00666
1649321747717,43508.71,0.00374,43516.0,0.00554
1649321747717,43508.64,0.29962,43516.57,0.00865
1649321747717,43508.63,0.04552,43516.66,0.75
1649321747717,43507.96,0.31025,43517.48,0.04
1649321747717,43507.48,0.09928,43517.86,0.1149
1649321747717,43506.3,0.1149,43517.89,0.03239
1649321747717,43506.29,0.36,43518.04,0.08
1649321747717,43506.11,0.34468,43518.34,0.16
1649321747717,43505.73,0.0086,43518.57,0.0263
1649321747717,43505.6,0.85378,43518.64,0.0017
1649321747717,43505.09,1.02479,43518.76,0.04598
1649321747717,43504.26,0.0004,43518.98,0.01829
1649321748716,43512.25,11.39418,43512.26,1.16271
1649321748716,43511.83,0.01762,43513.55,0.00026
1649321748716,43511.18,0.12576,43513.92,0.00442
1649321748716,43510.66,1.76035,43514.09,1.09122
1649321748716,43510.65,3.312,43514.41,0.02299
1649321748716,43510.44,0.01283,43515.22,0.22983
1649321748716,43510.15,0.31025,43515.84,0.12408
1649321748716,43508.98,0.22298,43515.85,0.02458
1649321748716,43508.71,0.00374,43515.87,0.00666
1649321748716,43508.64,0.29962,43516.0,0.00554
1649321748716,43508.63,0.04552,43516.57,0.00865
1649321748716,43507.96,0.31025,43516.66,0.75
1649321748716,43507.48,0.09928,43517.48,0.04
1649321748716,43506.3,0.1149,43517.86,0.1149
1649321748716,43506.29,0.36,43517.89,0.03239
1649321748716,43506.11,0.34468,43518.04,0.08
1649321748716,43505.73,0.0086,43518.34,0.16
1649321748716,43505.6,0.85378,43518.57,0.0263
1649321748716,43505.09,1.02479,43518.64,0.0017
1649321748716,43504.26,0.0004,43518.76,0.04598
1649321750716,43512.25,11.42673,43512.26,1.09983
1649321750716,43512.21,0.09999,43512.29,0.20001
1649321750716,43511.83,0.01762,43513.55,0.00026
1649321750716,43511.18,0.12576,43513.92,0.00442
1649321750716,43510.66,1.76035,43514.09,1.09122
1649321750716,43510.65,3.312,43514.41,0.02299
1649321750716,43510.44,0.01283,43515.15,0.00554
1649321750716,43510.15,0.31025,43515.22,0.22983
1649321750716,43508.98,0.22298,43515.85,0.13949
1649321750716,43508.71,0.00374,43515.87,0.00666
1649321750716,43508.64,0.29962,43516.57,0.00865
1649321750716,43508.63,0.04552,43516.66,0.75
1649321750716,43507.96,0.31025,43517.48,0.04
1649321750716,43507.48,0.09928,43517.86,0.1149
1649321750716,43506.3,0.1149,43517.89,0.03239
1649321750716,43506.29,0.36,43518.04,0.08
1649321750716,43506.11,0.34468,43518.34,0.16
1649321750716,43505.73,0.0086,43518.57,0.0263
1649321750716,43505.6,0.85378,43518.64,0.0017
1649321750716,43505.09,1.02479,43518.76,0.04598
1649321752719,43506.6,1.79356,43506.61,7.61112
1649321752719,43506.42,0.00425,43506.62,0.56733
1649321752719,43504.75,0.00374,43507.17,0.00374
1649321752719,43504.25,0.04552,43507.27,0.12
1649321752719,43504.24,0.01073,43507.48,0.00558
1649321752719,43503.31,0.225,43507.88,0.08
1649321752719,43503.3,0.75,43507.9,0.2488
1649321752719,43501.92,0.00108,43508.28,0.16
1649321752719,43501.04,0.63543,43508.58,0.08
1649321752719,43500.88,0.36,43508.62,0.00434
1649321752719,43500.19,0.13993,43508.72,1.16128
1649321752719,43500.18,0.08894,43508.79,0.09
1649321752719,43500.0,0.02489,43509.17,1.595
1649321752719,43499.83,0.00045,43509.43,0.31032
1649321752719,43499.82,0.23853,43509.5,0.75
1649321752719,43499.61,0.00108,43510.04,0.2279
1649321752719,43499.08,0.34472,43511.28,0.40312
1649321752719,43498.17,0.23014,43512.2,0.86086
1649321752719,43497.52,0.00104,43512.22,0.06707
1649321752719,43497.3,0.00108,43512.23,0.00818
1649321754713,43506.6,12.86747,43506.61,1.78924
1649321754713,43506.42,0.00425,43507.02,0.00863
1649321754713,43506.32,0.79658,43507.17,0.00374
1649321754713,43505.73,0.21474,43508.07,0.00558
1649321754713,43504.75,0.00374,43508.25,0.03039
1649321754713,43504.25,0.04552,43511.59,0.23493
1649321754713,43504.24,0.01073,43511.85,0.75
1649321754713,43503.31,0.225,43512.2,0.86086
1649321754713,43503.3,0.75,43512.22,0.06707
1649321754713,43503.21,0.3103,43512.24,0.08
1649321754713,43501.98,0.22984,43512.25,0.0009
1649321754713,43501.92,0.00108,43512.26,0.40971
1649321754713,43501.04,0.63543,43512.29,0.20001
1649321754713,43500.88,0.36,43512.64,0.16
1649321754713,43500.18,0.08894,43512.89,0.12
1649321754713,43500.0,0.02489,43512.9,0.22985
1649321754713,43499.83,0.00045,43513.15,0.12
1649321754713,43499.82,0.23853,43513.55,0.00026
1649321754713,43499.61,0.00108,43514.08,0.33431
1649321754713,43499.09,0.01833,43514.09,1.09122
1649321756720,43506.6,0.58098,43506.61,10.00287
1649321756720,43506.42,0.00425,43507.02,0.00863
1649321756720,43504.75,0.00374,43507.17,0.00374
1649321756720,43504.25,0.04552,43507.45,0.75
1649321756720,43504.24,0.01073,43507.55,0.19342
1649321756720,43503.31,0.225,43508.07,0.12051
1649321756720,43503.3,0.75,43508.25,0.03039
1649321756720,43501.98,0.11491,43510.97,0.36
1649321756720,43501.92,0.00108,43511.59,0.12
1649321756720,43501.04,0.75036,43512.2,0.86086
1649321756720,43500.88,0.36,43512.22,0.06707
1649321756720,43500.18,0.08894,43512.24,0.08
1649321756720,43500.0,0.02489,43512.25,0.0009
1649321756720,43499.83,0.00045,43512.26,0.40971
