T,o,h,l,c,v
1649284620000,43733.2,43739.1,43704.0,43724.9,16.6852
1649284680000,43724.9,43743.0,43718.6,43741.8,13.1726
1649284740000,43741.8,43741.8,43719.8,43730.0,11.8855
1649284800000,43730.0,43748.7,43721.6,43721.6,9.03684
1649284860000,43719.8,43722.9,43654.9,43665.1,18.4466
1649284920000,43665.1,43665.1,43614.7,43615.6,17.6183
1649284980000,43615.8,43658.4,43592.8,43603.7,43.4398
1649285040000,43603.7,43615.1,43594.0,43612.9,30.7249
1649285100000,43612.9,43632.9,43594.0,43632.0,21.3943
1649285160000,43632.0,43640.0,43603.0,43625.9,17.1995
1649285220000,43625.9,43625.9,43596.0,43596.0,10.7692
1649285280000,43596.0,43649.1015625,43596.0,43642.6015625,17.92060089111328
1649285340000,43642.6015625,43649.5,43620.0,43625.69921875,7.982089996337891
1649285400000,43625.7,43629.5,43611.2,43612.7,12.148
1649285460000,43612.6,43619.0,43597.6,43602.4,15.1364
1649285520000,43602.3984375,43657.6015625,43602.3984375,43657.6015625,20.356300354003906
1649285580000,43657.6015625,43658.1015625,43616.3984375,43640.0,21.135499954223633
1649285640000,43640.0,43640.0,43601.1015625,43626.69921875,15.319600105285645
1649285700000,43626.69921875,43638.80078125,43626.69921875,43630.5,8.414389610290527
1649285760000,43630.5,43630.5,43570.0,43583.1015625,19.02560043334961
1649285820000,43583.1,43597.1,43573.6,43573.9,47.4697
1649285880000,43573.9,43575.7,43522.3,43534.7,30.6008
1649285940000,43534.7,43534.7,43484.7,43511.3,66.6441
1649286000000,43511.3,43609.6,43508.9,43607.3,56.1389
1649286060000,43607.30078125,43607.30078125,43598.30078125,43598.30078125,6.24901008605957
1649286120000,43598.30078125,43598.30078125,43453.0,43466.19921875,85.45040130615234
1649286180000,43466.2,43492.3,43445.4,43463.1,49.6039
1649286240000,43463.1,43500.0,43463.1,43500.0,18.0466
1649286300000,43500.0,43512.8,43420.3,43429.7,33.7149
1649286360000,43429.7,43450.0,43293.2,43299.2,86.8115
1649286420000,43299.2,43374.5,43280.0,43358.4,102.296
1649286480000,43358.5,43409.3,43357.2,43409.3,28.8531
1649286540000,43409.3,43488.6,43401.3,43470.6,42.6364
1649286600000,43470.5,43546.0,43470.5,43539.6,46.4113
1649286660000,43539.7,43539.7,43492.0,43511.7,41.1608
1649286720000,43513.3,43518.6,43389.6,43400.7,38.0269
1649286780000,43400.7,43466.7,43400.7,43430.3,19.9632
1649286840000,43430.3,43453.8,43376.8,43380.3,10.1064
1649286900000,43380.3,43412.0,43378.1,43386.9,13.7526
1649286960000,43386.9,43436.6,43384.9,43435.1,9.56312
1649287020000,43435.1,43454.3,43427.3,43454.3,10.401
1649287080000,43454.3,43480.8,43454.3,43465.9,17.2773
1649287140000,43465.9,43474.6,43455.5,43464.7,14.5079
1649287200000,43464.7,43490.8,43464.7,43490.8,9.37476
1649287260000,43490.8,43564.2,43490.8,43514.2,26.4884
1649287320000,43514.2,43546.7,43511.2,43515.0,18.2971
1649287380000,43515.0,43535.6,43500.0,43500.0,17.771
1649287440000,43500.0,43500.0,43461.3,43465.9,14.1317
1649287500000,43465.9,43514.3,43463.9,43514.3,20.119
1649287560000,43514.3,43552.3,43499.0,43540.1,14.6692
1649287620000,43540.1,43540.1,43483.2,43496.8,16.801
1649287680000,43496.8,43512.6,43469.8,43479.1,9.57727
1649287740000,43479.1,43488.9,43457.6,43480.6,9.05162
1649287800000,43480.6,43510.3,43463.2,43510.3,27.0705
1649287860000,43510.3,43510.3,43414.0,43414.0,17.4166
1649287920000,43414.0,43415.9,43350.0,43382.1,68.8052
1649287980000,43382.1,43407.7,43358.3,43374.9,25.8264
1649288040000,43374.9,43401.6,43355.8,43356.9,22.7984
1649288100000,43356.9,43396.0,43336.1,43336.1,14.0847
1649288160000,43336.1,43346.0,43304.3,43304.3,33.6442
1649288220000,43304.3,43350.9,43282.6,43322.2,43.3404
1649288280000,43322.2,43341.8,43309.0,43317.3,19.4149
1649288340000,43317.3,43339.3,43290.6,43301.5,35.6397
1649288400000,43301.5,43308.1,43266.8,43273.0,45.2953
1649288460000,43273.0,43308.3,43242.3,43248.1,43.6017
1649288520000,43248.1,43297.9,43227.6,43275.0,45.2818
1649288580000,43275.0,43362.6,43275.0,43356.4,53.5514
1649288640000,43356.4,43396.2,43349.8,43359.9,34.3923
1649288700000,43359.9,43363.9,43256.4,43263.6,30.7377
1649288760000,43263.6,43263.6,43200.0,43258.5,102.168
1649288820000,43258.5,43335.6,43256.3,43304.3,41.9022
1649288880000,43304.3,43366.6,43304.3,43365.6,18.6151
1649288940000,43365.6,43365.6,43277.5,43296.6,37.2336
1649289000000,43296.6,43340.2,43255.4,43255.4,25.3888
1649289060000,43255.4,43255.4,43149.5,43154.1,84.7568
1649289120000,43154.1,43192.2,43121.0,43144.0,98.9991
1649289180000,43144.0,43174.1,43128.4,43148.3,35.3516
1649289240000,43146.3,43159.5,43134.6,43143.2,29.8374
1649289300000,43143.2,43239.6,43143.2,43189.6,42.5284
1649289360000,43189.6,43217.8,43130.0,43130.0,53.2771
1649289420000,43130.0,43156.7,43121.0,43152.9,54.1715
1649289480000,43152.9,43186.0,43152.9,43177.1,47.3583
1649289540000,43177.1,43184.0,43161.9,43170.5,26.9922
1649289600000,43170.5,43237.8,43133.2,43210.5,88.0991
1649289660000,43210.5,43231.4,43169.0,43218.1,65.1578
1649289720000,43218.1,43321.4,43196.1,43290.2,115.047
1649289780000,43290.2,43291.6,43232.1,43289.9,64.8049
1649289840000,43289.9,43290.2,43262.7,43262.7,36.2233
1649289900000,43262.7,43288.1,43229.0,43241.7,35.4234
1649289960000,43241.7,43241.7,43180.0,43180.0,42.4056
1649290020000,43180.0,43204.3,43170.4,43204.2,18.7195
1649290080000,43204.2,43217.8,43172.4,43188.0,32.907
1649290140000,43188.0,43202.3,43174.4,43197.3,22.3511
1649290200000,43197.2,43329.7,43111.0,43306.1,98.0872
1649290260000,43306.1,43347.4,43243.0,43277.0,47.176
1649290320000,43277.0,43320.7,43232.1,43317.1,66.0067
1649290380000,43317.1,43347.4,43310.6,43339.9,41.1491
1649290440000,43339.9,43387.0,43339.9,43376.0,35.2784
1649290500000,43376.0,43446.5,43367.5,43443.4,60.7663
1649290560000,43443.4,43494.8,43443.4,43454.2,43.7247
1649290620000,43454.2,43462.1,43411.3,43418.7,23.8679
1649290680000,43418.7,43418.7,43387.8,43390.8,23.6015
1649290740000,43390.8,43407.4,43361.0,43378.2,38.7145
1649290800000,43378.2,43428.1,43373.6,43401.4,26.3092
1649290860000,43401.4,43430.2,43394.2,43429.9,21.663
1649290920000,43429.9,43442.3,43421.9,43436.7,19.2751
1649290980000,43436.7,43485.2,43436.7,43485.2,24.4332
1649291040000,43485.2,43488.4,43447.2,43476.3,25.4217
1649291100000,43476.3,43478.9,43433.6,43463.2,32.6526
1649291160000,43463.2,43463.2,43443.2,43455.0,18.532
1649291220000,43455.0,43461.3,43426.7,43428.2,9.82977
1649291280000,43428.2,43463.4,43418.8,43456.9,11.1235
1649291340000,43456.9,43478.9,43445.8,43454.1,26.4156
1649291400000,43454.1,43478.9,43418.9,43434.8,29.3944
1649291460000,43434.8,43487.6,43434.8,43487.6,32.9239
1649291520000,43487.6,43552.3,43487.6,43545.3,68.064
1649291580000,43545.3,43551.0,43510.9,43536.3,18.9292
1649291640000,43536.3,43541.7,43512.8,43514.9,22.7093
1649291700000,43515.0,43521.3,43500.9,43515.0,20.0641
1649291760000,43515.0,43558.7,43515.0,43550.6,16.7785
1649291820000,43550.6,43559.1,43515.0,43540.5,24.9561
1649291880000,43540.4,43541.1,43515.0,43535.9,15.7323
1649291940000,43535.9,43536.1,43515.0,43518.8,16.1473
1649292000000,43518.80078125,43518.80078125,43476.8984375,43486.1015625,24.136199951171875
1649292060000,43486.1,43510.0,43486.1,43500.0,8.13017
1649292120000,43500.0,43500.0,43488.2,43490.2,18.4978
1649292180000,43490.2,43491.9,43472.2,43473.1,14.982
1649292240000,43473.1,43473.1,43401.4,43404.5,20.1783
1649292300000,43404.5,43404.5,43347.3984375,43347.3984375,38.00699996948242
1649292360000,43347.4,43350.8,43323.3,43340.3,35.9432
1649292420000,43340.3,43350.2,43323.3,43328.7,22.1333
1649292480000,43328.7,43339.0,43266.5,43266.5,26.5234
1649292540000,43266.5,43267.69921875,43211.0,43267.69921875,48.242000579833984
1649292600000,43267.7,43267.7,43185.6,43190.9,43.6979
1649292660000,43190.9,43190.9,42800.0,42861.8,891.496
1649292720000,42861.8,42909.9,42772.9,42795.4,309.665
1649292780000,42795.3984375,42896.69921875,42727.30078125,42889.3984375,236.7100067138672
1649292840000,42889.4,42918.6,42800.0,42815.9,110.224
1649292900000,42815.9,42856.6,42752.0,42841.2,76.7289
1649292960000,42841.2,42872.1,42753.3,42851.7,120.202
1649293020000,42851.7,42947.2,42821.9,42840.6,85.5026
1649293080000,42840.6,42844.5,42781.8,42823.9,61.1411
1649293140000,42823.9,42913.4,42814.9,42894.3,65.4424
1649293200000,42894.3,42932.1,42868.8,42917.4,50.1243
1649293260000,42917.3984375,43011.0,42917.0,43002.6015625,104.31400299072266
1649293320000,43002.6,43074.7,42981.8,42994.2,178.984
1649293380000,42994.2,43095.9,42977.0,43041.1,141.453
1649293440000,43041.1,43041.1,42960.9,43011.0,79.7836
1649293500000,43011.0,43054.3,42970.2,42970.7,29.9332
1649293560000,42970.7,43004.9,42936.3,42948.4,47.3262
1649293620000,42948.4,43017.0,42932.5,43017.0,26.0006
1649293680000,43017.0,43179.2,43017.0,43141.9,114.829
1649293740000,43141.9,43176.3,43132.5,43169.9,54.0744
1649293800000,43169.8984375,43180.0,43089.5,43110.8984375,42.858699798583984
1649293860000,43110.8984375,43141.6015625,43093.0,43141.5,54.147098541259766
1649293920000,43141.6015625,43227.19921875,43141.5,43207.30078125,50.58290100097656
1649293980000,43207.30078125,43217.69921875,43139.5,43169.80078125,34.584800720214844
1649294040000,43169.8,43172.5,43133.4,43164.0,18.1429
1649294100000,43164.0,43223.7,43090.0,43090.0,27.5714
1649294160000,43090.0,43188.4,43070.3,43185.0,29.298
1649294220000,43185.0,43208.9,43161.7,43167.7,25.6527
1649294280000,43167.7,43167.7,43100.0,43101.3,22.9754
1649294340000,43101.3,43106.0,43011.3,43051.6,52.985
1649294400000,43051.6,43051.6,42970.0,43044.5,40.4546
1649294460000,43044.5,43111.6,43043.0,43110.7,33.6645
1649294520000,43110.7,43137.7,43070.0,43072.5,25.9641
1649294580000,43072.5,43129.2,43072.5,43115.8,37.565
1649294640000,43115.8,43134.4,43094.2,43132.6,30.0848
1649294700000,43132.6,43188.9,43132.6,43167.6,22.6479
1649294760000,43167.6,43200.0,43143.4,43200.0,37.9659
1649294820000,43200.0,43206.0,43150.0,43194.2,31.859
1649294880000,43194.2,43194.2,43167.6,43167.6,13.5361
1649294940000,43167.6,43196.9,43166.1,43190.9,18.013
1649295000000,43190.9,43206.3,43120.1,43185.4,29.4935
1649295060000,43185.4,43210.1,43179.2,43210.1,23.0508
1649295120000,43210.1,43229.2,43207.3,43229.2,21.4774
1649295180000,43229.19921875,43277.5,43217.69921875,43277.3984375,23.5851993560791
1649295240000,43277.3984375,43280.0,43252.6015625,43260.5,21.59480094909668
1649295300000,43260.5,43300.0,43260.5,43294.4,21.6327
1649295360000,43294.4,43300.0,43255.6,43260.0,29.1833
1649295420000,43260.0,43318.9,43260.0,43314.0,60.0717
1649295480000,43314.0,43320.3,43250.0,43267.8,18.6231
1649295540000,43267.8,43296.8,43252.7,43288.4,23.7662
1649295600000,43288.4,43296.8,43265.0,43289.8,18.0589
1649295660000,43289.8,43335.0,43285.0,43313.8,75.9097
1649295720000,43313.8,43333.9,43305.0,43333.8,13.6822
1649295780000,43333.8,43333.9,43268.9,43268.9,23.3516
1649295840000,43268.9,43329.6,43242.6,43325.3,36.3679
1649295900000,43325.3,43328.6,43248.2,43291.7,26.1434
1649295960000,43291.7,43302.8,43251.3,43261.1,20.6098
1649296020000,43261.1,43320.9,43245.1,43320.3,11.5167
1649296080000,43320.3,43347.4,43308.7,43339.3,22.6054
1649296140000,43339.3,43347.4,43301.0,43308.1,32.875
1649296200000,43308.0,43326.6,43275.7,43300.1,14.6083
1649296260000,43300.1,43337.4,43300.1,43334.4,13.7156
1649296320000,43334.3984375,43347.3984375,43332.80078125,43347.3984375,21.73579978942871
1649296380000,43347.3984375,43347.3984375,43337.30078125,43338.80078125,11.18649959564209
1649296440000,43338.80078125,43350.0,43338.80078125,43350.0,24.51740074157715
1649296500000,43350.0,43364.3984375,43333.8984375,43364.3984375,15.615400314331055
1649296560000,43364.3984375,43372.30078125,43326.8984375,43372.30078125,35.76470184326172
1649296620000,43372.30078125,43406.8984375,43372.30078125,43388.19921875,24.587900161743164
1649296680000,43388.19921875,43410.19921875,43366.8984375,43369.80078125,13.8371000289917
1649296740000,43369.8,43397.2,43360.0,43375.0,18.4237
1649296800000,43375.0,43430.0,43372.80078125,43397.30078125,34.97380065917969
1649296860000,43397.3,43397.7,43359.5,43359.5,25.4452
1649296920000,43359.5,43359.5,43294.4,43299.1,23.9072
1649296980000,43299.1015625,43336.6015625,43286.19921875,43336.6015625,21.834400177001953
1649297040000,43336.6015625,43369.30078125,43335.3984375,43341.8984375,16.588499069213867
1649297100000,43341.8984375,43344.80078125,43327.5,43342.8984375,14.002900123596191
1649297160000,43342.9,43343.0,43326.1,43326.1,5.89225
1649297220000,43326.1015625,43369.30078125,43326.1015625,43369.30078125,15.773699760437012
1649297280000,43369.3,43387.2,43352.9,43363.2,17.5453
1649297340000,43363.2,43368.6,43363.2,43365.3,7.32512
1649297400000,43365.30078125,43365.30078125,43310.0,43310.0,24.635299682617188
1649297460000,43310.0,43310.0,43289.8,43300.9,12.1286
1649297520000,43300.9,43317.5,43269.4,43317.5,20.4856
1649297580000,43317.5,43328.1015625,43291.0,43291.0,10.001700401306152
1649297640000,43291.0,43295.69921875,43269.30078125,43274.80078125,12.935199737548828
1649297700000,43274.80078125,43300.0,43266.8984375,43287.8984375,20.157499313354492
1649297760000,43287.8984375,43311.6015625,43287.8984375,43311.6015625,9.848440170288086
1649297820000,43311.6,43313.8,43287.7,43295.4,11.756
1649297880000,43295.3984375,43296.8984375,43274.8984375,43285.80078125,43.27000045776367
1649297940000,43285.80078125,43285.80078125,43264.0,43264.0,15.089699745178223
1649298000000,43264.0,43266.9,43235.8,43235.8,12.7513
1649298060000,43235.8,43235.8,43178.4,43193.6,33.072
1649298120000,43193.6,43229.6,43184.0,43224.4,14.4123
1649298180000,43224.3984375,43232.8984375,43181.80078125,43181.80078125,11.730400085449219
1649298240000,43181.80078125,43181.80078125,43142.0,43164.19921875,23.232099533081055
1649298300000,43164.1,43208.3,43160.1,43162.2,14.9555
1649298360000,43162.2,43183.3,43162.2,43170.3,14.6357
1649298420000,43170.4,43170.4,43130.2,43130.2,20.1861
1649298480000,43130.2,43164.9,43129.5,43129.5,18.8954
1649298540000,43129.5,43149.0,43129.5,43149.0,7.85577
1649298600000,43149.0,43201.0,43120.1,43174.2,41.7343
1649298660000,43174.2,43268.6,43174.2,43268.6,29.1723
1649298720000,43268.6015625,43269.30078125,43253.1015625,43265.69921875,17.863500595092773
1649298780000,43265.7,43265.7,43258.8,43261.9,6.66129
1649298840000,43261.9,43353.3,43261.9,43349.6,39.7376
1649298900000,43349.6015625,43351.5,43302.8984375,43308.0,18.06100082397461
1649298960000,43308.0,43332.5,43289.0,43319.6,17.9535
1649299020000,43319.6,43321.6,43282.8,43298.0,9.54319
1649299080000,43298.1015625,43347.3984375,43292.5,43340.69921875,47.605098724365234
1649299140000,43340.7,43346.8,43304.0,43304.3,36.4172
1649299200000,43304.3,43304.3,43280.9,43280.9,18.7371
1649299260000,43280.8984375,43280.8984375,43206.1015625,43217.8984375,24.267099380493164
1649299320000,43217.9,43234.9,43205.2,43231.6,11.5174
1649299380000,43231.5,43235.4,43220.5,43234.9,11.5918
1649299440000,43234.9,43234.9,43166.6,43195.3,54.7084
1649299500000,43195.30078125,43195.30078125,43174.30078125,43184.1015625,19.803199768066406
1649299560000,43184.1,43270.1,43184.1,43239.9,23.9357
1649299620000,43239.80078125,43244.1015625,43192.0,43221.19921875,15.526200294494629
1649299680000,43221.2,43221.2,43180.1,43183.6,21.9696
1649299740000,43183.6015625,43204.1015625,43166.19921875,43166.19921875,11.944100379943848
1649299800000,43166.2,43183.3,43156.0,43174.5,31.4608
1649299860000,43174.5,43216.7,43170.6,43192.4,22.0771
1649299920000,43192.4,43192.4,43177.0,43184.2,14.6603
1649299980000,43184.2,43202.6,43184.2,43201.8,7.93409
1649300040000,43201.8,43286.8,43201.8,43285.4,27.5828
1649300100000,43285.4,43340.4,43275.6,43328.0,16.9267
1649300160000,43328.0,43394.6,43327.5,43387.4,37.9453
1649300220000,43387.4,43392.1,43350.0,43388.0,25.5134
1649300280000,43388.0,43389.3,43342.6,43379.5,16.7408
1649300340000,43379.5,43379.5,43342.6,43350.9,11.5971
1649300400000,43350.9,43385.5,43343.0,43358.6,16.6309
1649300460000,43358.6,43367.3,43343.9,43357.8,21.139
1649300520000,43357.8,43357.8,43300.8,43313.1,19.3924
1649300580000,43313.1,43386.8,43300.8,43386.8,18.1432
1649300640000,43386.8,43393.2,43367.1,43381.5,24.7263
1649300700000,43381.5,43385.6015625,43333.0,43354.19921875,13.746000289916992
1649300760000,43354.2,43363.3,43332.8,43346.7,10.1196
1649300820000,43346.69921875,43393.19921875,43346.6015625,43393.19921875,24.33679962158203
1649300880000,43393.2,43400.0,43383.8,43400.0,16.9163
1649300940000,43400.0,43410.0,43353.5,43361.5,41.807
1649301000000,43361.5,43376.8,43361.5,43370.7,9.98446
1649301060000,43370.7,43370.7,43307.9,43307.9,22.788
1649301120000,43307.9,43311.6,43285.1,43285.3,19.2476
1649301180000,43285.3,43287.3,43274.3,43287.3,13.5169
1649301240000,43287.3,43287.3,43237.5,43269.3,31.224
1649301300000,43269.3,43277.7,43240.0,43240.6,22.7042
1649301360000,43240.6,43256.9,43230.2,43244.2,7.79316
1649301420000,43244.2,43273.4,43244.2,43272.2,8.82121
1649301480000,43272.1,43272.2,43241.4,43244.7,12.9896
1649301540000,43244.69921875,43335.3984375,43244.69921875,43335.3984375,26.018699645996094
1649301600000,43335.4,43336.7,43267.7,43277.4,24.7532
1649301660000,43277.4,43291.0,43241.8,43247.7,28.1515
1649301720000,43247.7,43247.7,43230.9,43230.9,16.6934
1649301780000,43230.8984375,43233.3984375,43220.19921875,43231.1015625,14.561100006103516
1649301840000,43231.1,43292.5,43231.1,43240.0,52.4751
1649301900000,43240.0,43247.7,43235.8,43235.8,11.9295
1649301960000,43235.8,43259.2,43220.3,43222.1,18.32
1649302020000,43222.1,43230.4,43197.7,43197.7,18.6325
1649302080000,43197.69921875,43207.30078125,43196.0,43196.0,16.793100357055664
1649302140000,43196.0,43222.0,43196.0,43196.9,23.5383
1649302200000,43196.9,43227.7,43195.8,43201.4,45.0685
1649302260000,43201.4,43201.4,43170.6,43184.6,16.0922
1649302320000,43184.7,43184.7,43157.0,43180.0,25.4305
1649302380000,43180.0,43267.1,43180.0,43232.1,28.7943
1649302440000,43232.1,43265.2,43232.1,43238.3,10.0994
1649302500000,43238.30078125,43280.19921875,43235.69921875,43279.3984375,25.23539924621582
1649302560000,43279.3984375,43294.1015625,43264.19921875,43287.69921875,20.233999252319336
1649302620000,43287.69921875,43299.8984375,43287.69921875,43299.8984375,14.157699584960938
1649302680000,43299.8984375,43299.8984375,43291.0,43296.8984375,8.145999908447266
1649302740000,43296.9,43309.0,43296.9,43309.0,14.3188
1649302800000,43309.0,43311.4,43283.2,43311.4,14.3424
1649302860000,43311.4,43315.4,43292.8,43292.8,12.9715
1649302920000,43292.8,43325.2,43292.8,43313.0,19.5906
1649302980000,43309.0,43312.9,43254.3,43265.3,12.2897
1649303040000,43265.30078125,43305.30078125,43261.6015625,43302.1015625,15.046600341796875
1649303100000,43302.1,43303.3,43284.1,43284.1,8.39758
1649303160000,43284.1,43284.1,43227.7,43251.3,14.8507
1649303220000,43251.3,43321.7,43251.3,43293.5,27.4242
1649303280000,43293.5,43299.4,43231.3,43280.4,41.3321
1649303340000,43280.4,43315.0,43218.7,43306.4,50.2621
1649303400000,43306.4,43318.1,43301.7,43301.9,21.0094
1649303460000,43301.9,43339.0,43301.9,43339.0,15.5328
1649303520000,43339.0,43380.0,43339.0,43353.6,20.7601
1649303580000,43353.6,43384.9,43353.6,43380.0,25.6832
1649303640000,43380.0,43391.2,43380.0,43383.9,15.0456
1649303700000,43383.9,43390.7,43349.8,43373.2,34.1016
1649303760000,43373.2,43383.5,43343.4,43343.4,13.5565
1649303820000,43343.3984375,43349.3984375,43302.6015625,43302.6015625,34.045799255371094
1649303880000,43302.6015625,43331.19921875,43300.0,43321.3984375,16.043699264526367
1649303940000,43321.3984375,43343.3984375,43294.0,43294.0,27.99650001525879
1649304000000,43294.0,43324.2,43287.1,43287.2,25.8109
1649304060000,43287.2,43294.5,43275.4,43277.9,10.785
1649304120000,43277.9,43291.2,43273.2,43286.8,19.922
1649304180000,43286.80078125,43332.30078125,43286.80078125,43331.5,34.96760177612305
1649304240000,43331.5,43347.8,43331.5,43347.8,13.8143
1649304300000,43347.8,43365.4,43347.8,43348.5,35.6562
1649304360000,43348.5,43348.8,43293.1,43333.6,27.4794
1649304420000,43333.6,43353.4,43330.0,43332.4,12.9915
1649304480000,43332.3984375,43345.30078125,43313.6015625,43331.69921875,11.963899612426758
1649304540000,43331.69921875,43349.80078125,43331.69921875,43343.5,18.926599502563477
1649304600000,43343.5,43343.5,43321.4,43324.9,11.8246
1649304660000,43324.9,43360.4,43324.9,43360.4,5.46549
1649304720000,43360.3984375,43360.3984375,43330.19921875,43330.19921875,15.394800186157227
1649304780000,43330.19921875,43330.19921875,43242.8984375,43250.6015625,25.6643009185791
1649304840000,43250.7,43294.2,43242.9,43242.9,14.0843
1649304900000,43242.9,43269.0,43210.5,43269.0,23.3591
1649304960000,43269.0,43283.1,43225.9,43283.1,16.9038
1649305020000,43283.1,43283.1,43246.5,43246.6,12.1081
1649305080000,43246.6015625,43275.8984375,43244.1015625,43269.3984375,18.46769905090332
1649305140000,43269.4,43289.6,43269.4,43286.0,8.04323
1649305200000,43286.0,43312.5,43279.5,43291.1,22.3036
1649305260000,43291.1,43305.3,43291.1,43303.0,10.5511
1649305320000,43303.0,43305.3,43283.3,43296.1,18.9479
1649305380000,43296.1015625,43314.69921875,43294.19921875,43311.5,11.362500190734863
1649305440000,43311.5,43326.8,43311.5,43319.3,14.373
1649305500000,43319.30078125,43346.1015625,43317.30078125,43338.1015625,27.686100006103516
1649305560000,43338.1,43362.1,43338.1,43358.4,12.6913
1649305620000,43358.4,43361.0,43340.1,43361.0,10.9699
1649305680000,43361.0,43361.0,43333.69921875,43340.80078125,9.625860214233398
1649305740000,43340.8,43358.3,43340.8,43358.3,10.8065
1649305800000,43358.3,43367.7,43334.4,43339.5,9.98869
1649305860000,43339.5,43356.8,43331.3,43331.3,8.61566
1649305920000,43331.3,43350.7,43320.0,43350.7,15.4923
1649305980000,43350.7,43358.7,43350.7,43358.1,12.8413
1649306040000,43358.1,43366.4,43336.6,43362.1,12.869
1649306100000,43362.1015625,43368.8984375,43352.6015625,43368.80078125,11.424599647521973
1649306160000,43368.8984375,43395.1015625,43368.80078125,43390.30078125,20.825199127197266
1649306220000,43390.3,43391.8,43369.6,43389.6,10.9094
1649306280000,43389.6,43393.0,43339.7,43371.0,11.5376
1649306340000,43371.0,43385.2,43369.6,43385.2,14.3504
1649306400000,43385.2,43385.2,43347.2,43347.9,22.3168
1649306460000,43347.9,43363.0,43347.9,43360.0,20.5759
1649306520000,43360.0,43364.0,43320.7,43320.7,10.8981
1649306580000,43320.7,43327.0,43288.3,43303.2,21.0109
1649306640000,43303.2,43303.2,43282.8,43291.6,9.09658
1649306700000,43291.6,43308.1,43269.4,43308.1,23.8615
1649306760000,43308.1015625,43383.69921875,43308.1015625,43380.0,30.452299118041992
1649306820000,43380.0,43380.0,43360.80078125,43371.30078125,6.109539985656738
1649306880000,43371.3,43405.0,43371.3,43401.8,28.0162
1649306940000,43401.8,43460.6,43394.8,43458.1,144.852
1649307000000,43458.1,43464.8,43445.2,43462.5,23.6616
1649307060000,43462.5,43487.19921875,43462.5,43476.30078125,37.99919891357422
1649307120000,43476.3,43494.5,43466.8,43489.2,17.5975
1649307180000,43489.2,43489.2,43422.5,43434.8,29.1375
1649307240000,43434.80078125,43450.30078125,43414.3984375,43442.80078125,22.678300857543945
1649307300000,43442.80078125,43442.80078125,43416.6015625,43420.80078125,20.486600875854492
1649307360000,43420.80078125,43422.80078125,43400.0,43415.1015625,25.06570053100586
1649307420000,43415.1015625,43415.1015625,43396.0,43411.19921875,10.80840015411377
1649307480000,43411.2,43424.2,43397.6,43405.8,12.1663
1649307540000,43405.8,43432.0,43395.6,43395.6,10.997
1649307600000,43395.6,43422.3,43387.7,43395.1,14.6901
1649307660000,43395.1,43430.6,43383.4,43428.8,17.5217
1649307720000,43428.8,43465.2,43423.7,43437.3,28.2983
1649307780000,43437.3,43437.3,43356.6,43380.4,42.2875
1649307840000,43380.4,43380.4,43290.0,43333.3,151.267
1649307900000,43333.30078125,43333.30078125,43301.6015625,43306.69921875,17.533000946044922
1649307960000,43306.7,43333.4,43303.3,43304.4,23.7266
1649308020000,43304.4,43325.1,43304.4,43316.9,18.5771
1649308080000,43316.8984375,43343.8984375,43316.8984375,43322.30078125,23.546600341796875
1649308140000,43322.3,43335.2,43302.6,43335.2,16.1856
1649308200000,43335.2,43341.8,43282.0,43313.6,44.8911
1649308260000,43313.6,43313.6,43296.7,43303.3,9.75006
1649308320000,43303.3,43320.0,43303.3,43313.7,13.7962
1649308380000,43313.7,43321.3,43310.9,43321.3,7.91899
