T,m,o,c,l,h,a,A,b,B,C,bv,qv,r,p,s,past
1649317276148,binance_BTC_USDT,45252.7,43528.6,42727.3,45453.9,43528.6,0.0,43528.6,0.0,-0.0381,59905.9,2633995359.0,1.0035634,1.0,2.2973417e-07,-32362
T,m,o,c,l,h,a,A,b,B,C,bv,qv,r,p,s,past
1649317277149,binance_BTC_USDT,45252.7,43528.6,42727.3,45453.9,43528.6,0.0,43528.6,0.0,-0.0381,59905.9,2633994373.0,1.0035634,1.0,2.2973417e-07,-32512
T,m,o,c,l,h,a,A,b,B,C,bv,qv,r,p,s,past
1649317278141,binance_BTC_USDT,45253.9,43525.2,42727.3,45453.9,43525.5,0.0,43525.5,0.0,-0.0382,59906.4,2634015396.0,1.0035634,1.0,2.2975043e-07,-32671
T,m,o,c,l,h,a,A,b,B,C,bv,qv,r,p,s,past
1649317278141,binance_BTC_USDT,45253.9,43525.2,42727.3,45453.9,43525.5,0.0,43525.5,0.0,-0.0382,59906.4,2634015396.0,1.0035634,1.0,2.2975043e-07,-33802
